Crop,Soil Type,Nitrogen (N),Phosphorus (P),Potassium (K),Crop Growth Stage,Rainfall (mm),Temperature (°C),Irrigation Availability,Past Yield (tons/ha),Pest/Disease,Region,Fertilizer Recommendation
cotton,clayey,0.925,0.766666667,0.583333333,Vegetative,0.792592593,0.944444444,No,0.529327611,No,Rajasthan,Compost
cotton,loamy,0.55,0.35,0.933333333,Flowering,0.122222222,0.111111111,Yes,0.856938484,No,Andhra Pradesh,Ammonium Sulphate
cotton,loamy,0.55,0.516666667,0.816666667,Vegetative,0.955555556,0.111111111,No,0.396280401,No,Punjab,Urea
cotton,red,0.475,0.7,0.833333333,Flowering,0.525925926,0.444444444,Yes,0.808297568,Yes,Rajasthan,NPK 20-20-20
ground nuts,sandy,0.1,0.316666667,0.366666667,Flowering,0.359259259,0.833333333,No,0.908440629,Yes,Andhra Pradesh,Urea
barley,black,0.5,0.416666667,0.516666667,Flowering,0.048148148,0.555555556,No,0.526466381,No,Maharashtra,DAP
millets,clayey,0.2625,0.233333333,0.35,Harvest,0.074074074,0.666666667,Yes,0.849785408,No,Uttar Pradesh,Compost
ground nuts,clayey,0.175,0.4,0.25,Vegetative,0.037037037,0.055555556,Yes,0.220314735,Yes,Madhya Pradesh,NPK 20-20-20
cotton,loamy,0.325,1,0.933333333,Harvest,0.603703704,0.388888889,Yes,0.141630901,No,Uttar Pradesh,Urea
paddy,loamy,0.3875,0.533333333,0.316666667,Vegetative,0.740740741,0.166666667,Yes,0.506437768,Yes,Uttar Pradesh,NPK 20-20-20
paddy,black,0.7,0.283333333,0.216666667,Maturity,0.874074074,1,Yes,0.65379113,Yes,West Bengal,Compost
barley,sandy,0.35,0.383333333,0.35,Sowing,0.562962963,0.111111111,Yes,0.118741059,No,Maharashtra,Compost
barley,red,0.7125,0.583333333,0.266666667,Harvest,0.092592593,0.777777778,Yes,0.204577969,No,Karnataka,NPK 20-20-20
oil seeds,sandy,0.45,0.166666667,0.4,Sowing,0.833333333,0.888888889,Yes,0.945636624,Yes,Andhra Pradesh,Ammonium Sulphate
millets,loamy,0.575,0.433333333,0.066666667,Flowering,0.933333333,0,Yes,0.183118741,No,Rajasthan,MOP
wheat,loamy,0.5875,0.3,0.1,Maturity,0.681481481,0.555555556,Yes,0.915593705,No,Madhya Pradesh,MOP
tobacco,black,0.675,0.716666667,0.35,Harvest,0.822222222,0.166666667,Yes,0.135908441,Yes,Tamil Nadu,NPK 20-20-20
pulses,sandy,0.4125,0.366666667,0.333333333,Flowering,0.925925926,0.833333333,No,0.339055794,Yes,Maharashtra,Ammonium Sulphate
oil seeds,loamy,0.05,0.116666667,0.016666667,Maturity,0.625925926,0.111111111,No,0.669527897,Yes,West Bengal,Urea
paddy,clayey,0.475,0.233333333,0.55,Flowering,0.422222222,0.777777778,No,0.894134478,No,Tamil Nadu,Urea
barley,black,0.125,0.333333333,0.5,Maturity,0.744444444,0.666666667,Yes,0.854077253,No,Uttar Pradesh,Zinc Sulphate
oil seeds,sandy,0.4125,0.366666667,0.3,Sowing,0.785185185,0.055555556,No,0.377682403,No,Maharashtra,Compost
millets,black,0.2625,0.466666667,0.25,Sowing,0.492592593,0.333333333,Yes,0.575107296,Yes,Madhya Pradesh,DAP
cotton,loamy,0.625,0.75,0.7,Harvest,0.059259259,0.555555556,Yes,0.040057225,No,Punjab,Ammonium Sulphate
paddy,sandy,0.675,0.4,0.633333333,Flowering,0.477777778,0.111111111,No,0.580829757,No,Madhya Pradesh,Zinc Sulphate
cotton,clayey,0.9625,0.55,0.183333333,Harvest,0.451851852,0.666666667,No,0.82260372,No,Maharashtra,Zinc Sulphate
ground nuts,sandy,0.1625,0.216666667,0.016666667,Vegetative,0.088888889,0.555555556,No,0.599427754,Yes,Gujarat,MOP
ground nuts,sandy,0.4375,0.416666667,0.2,Flowering,0.018518519,0.666666667,No,0.077253219,No,Uttar Pradesh,FYM
tobacco,clayey,0.7625,0.6,0.966666667,Harvest,0.903703704,0.555555556,Yes,0.464949928,No,Andhra Pradesh,Ammonium Sulphate
barley,black,0.2125,0.466666667,0.533333333,Harvest,0.251851852,0.222222222,Yes,0.699570815,Yes,Uttar Pradesh,Ammonium Sulphate
barley,sandy,0.5375,0.383333333,0.383333333,Vegetative,0.466666667,0.277777778,Yes,0.084406295,Yes,Punjab,NPK 20-20-20
maize,red,0.25,0.683333333,0.583333333,Maturity,0.455555556,0.666666667,No,0.766809728,Yes,Maharashtra,FYM
paddy,red,0.2625,0.4,0.116666667,Maturity,0.048148148,0.388888889,No,0.480686695,Yes,Gujarat,MOP
ground nuts,clayey,0.2875,0.083333333,0.266666667,Harvest,0.633333333,0.833333333,Yes,0.072961373,Yes,Maharashtra,DAP
pulses,black,0.1375,0.3,0.4,Flowering,0.340740741,0.722222222,Yes,0.874105866,No,Gujarat,Urea
barley,sandy,0.6375,0.65,0.266666667,Maturity,0.462962963,0.611111111,No,0.237482117,Yes,Uttar Pradesh,Zinc Sulphate
sugarcane,loamy,0.7625,0.5,0.666666667,Harvest,0.696296296,0.111111111,No,0.902718169,No,Madhya Pradesh,MOP
millets,black,0.6375,0.35,0.116666667,Flowering,0.766666667,1,Yes,0.494992847,Yes,Rajasthan,MOP
cotton,sandy,0.7625,0.6,0.166666667,Harvest,0.974074074,0.611111111,No,0.608011445,Yes,Karnataka,Compost
pulses,red,0.4875,0.116666667,0.383333333,Vegetative,0.448148148,0.833333333,No,0.879828326,Yes,Punjab,DAP
pulses,sandy,0.4375,0.05,0.5,Sowing,0.207407407,0.777777778,Yes,0.971387697,Yes,Uttar Pradesh,DAP
tobacco,black,0.3625,0.5,0.233333333,Harvest,0.107407407,0.888888889,Yes,0.587982833,No,West Bengal,Compost
sugarcane,loamy,0.9625,0.816666667,0.2,Maturity,0.918518519,0.055555556,Yes,0.600858369,Yes,Gujarat,MOP
tobacco,red,0.875,0.466666667,0.9,Vegetative,0.944444444,0.5,Yes,0.459227468,Yes,Gujarat,Urea
oil seeds,clayey,0.0125,0.4,0.05,Sowing,0.985185185,0.722222222,No,0.101573677,No,Punjab,Urea
ground nuts,sandy,0.0375,0.05,0.033333333,Maturity,0.707407407,0.5,Yes,0.417739628,Yes,Gujarat,Urea
ground nuts,clayey,0.0375,0.333333333,0.033333333,Maturity,0.82962963,0.555555556,Yes,0.885550787,Yes,West Bengal,Urea
pulses,clayey,0.425,0.316666667,0.366666667,Harvest,0.440740741,0.833333333,Yes,0.965665236,Yes,Andhra Pradesh,Zinc Sulphate
maize,red,0.95,0.633333333,0.683333333,Flowering,0.155555556,0.055555556,No,0.344778255,No,Tamil Nadu,Urea
cotton,clayey,1,0.616666667,0.883333333,Flowering,0.633333333,0,Yes,0.042918455,Yes,Karnataka,Zinc Sulphate
tobacco,black,0.925,0.683333333,0.85,Vegetative,0.096296296,0.666666667,Yes,0.628040057,Yes,West Bengal,Compost
maize,black,0.575,0.533333333,0.616666667,Sowing,0.9,0,No,0.945636624,Yes,Punjab,Urea
pulses,black,0.375,0.3,0.283333333,Flowering,0.766666667,0.5,No,0.181688126,Yes,Uttar Pradesh,NPK 20-20-20
sugarcane,black,0.725,0.833333333,0.75,Harvest,0.051851852,0.222222222,Yes,0.82832618,No,West Bengal,Urea
wheat,sandy,0.5,0.6,0.55,Maturity,0.255555556,0.833333333,No,0.39055794,Yes,Uttar Pradesh,Zinc Sulphate
cotton,loamy,0.9375,0.933333333,0.166666667,Harvest,0.537037037,0.388888889,No,0.735336195,No,Karnataka,Compost
millets,red,0.3125,0.433333333,0.616666667,Harvest,0.544444444,0.055555556,No,0.297567954,No,Maharashtra,Ammonium Sulphate
paddy,sandy,0.375,0.316666667,0.066666667,Flowering,0.803703704,0.444444444,Yes,0.233190272,Yes,Uttar Pradesh,MOP
paddy,clayey,0.425,0.2,0.35,Sowing,0.925925926,0.444444444,Yes,0.537911302,Yes,Tamil Nadu,Urea
wheat,sandy,0.7,0.583333333,0.466666667,Harvest,0.103703704,0.222222222,Yes,0.957081545,No,Punjab,FYM
wheat,clayey,0.5625,0.466666667,0.55,Flowering,0.42962963,0.055555556,No,0.543633763,No,Andhra Pradesh,Ammonium Sulphate
wheat,red,0.3,0.233333333,0.366666667,Sowing,0.596296296,0.777777778,No,0.685264664,Yes,Maharashtra,Compost
paddy,sandy,0.3375,0.3,0.533333333,Maturity,0.62962963,0.222222222,No,0.924177396,Yes,Rajasthan,Compost
oil seeds,loamy,0.1,0.033333333,0.116666667,Flowering,0.422222222,0.111111111,No,0.211731044,Yes,Maharashtra,Urea
pulses,loamy,0.2375,0.05,0,Sowing,0.559259259,0.055555556,No,0.095851216,Yes,Gujarat,DAP
millets,sandy,0.675,0.5,0.45,Harvest,0.144444444,0.388888889,No,0.706723891,Yes,Maharashtra,NPK 20-20-20
cotton,clayey,0.5125,0.8,0.733333333,Flowering,0.785185185,0,Yes,0.028612303,No,Madhya Pradesh,FYM
oil seeds,red,0.4625,0.333333333,0.35,Harvest,0.111111111,0.833333333,No,0.341917024,Yes,Maharashtra,Ammonium Sulphate
wheat,sandy,0.65,0.2,0.1,Harvest,0.57037037,0,No,0.620886981,No,Madhya Pradesh,MOP
ground nuts,sandy,0.075,0.233333333,0.216666667,Flowering,0.440740741,0.611111111,Yes,0.510729614,No,Tamil Nadu,Urea
pulses,red,0.375,0.333333333,0.4,Maturity,0.351851852,0.888888889,Yes,0.148783977,No,Maharashtra,Ammonium Sulphate
sugarcane,clayey,0.8125,0.333333333,0.616666667,Harvest,0.314814815,0.277777778,No,0.206008584,No,Gujarat,Urea
maize,black,0.65,0.483333333,0.516666667,Vegetative,0.533333333,0.555555556,Yes,0.429184549,No,Uttar Pradesh,Zinc Sulphate
cotton,loamy,0.7125,0.866666667,0.316666667,Maturity,0.840740741,0.611111111,Yes,0.542203147,No,Karnataka,Ammonium Sulphate
pulses,red,0.05,0.25,0.283333333,Maturity,0.396296296,0.888888889,No,0.080114449,No,Gujarat,Urea
sugarcane,black,0.675,0.45,0.25,Maturity,0.262962963,0.166666667,No,0.496423462,Yes,Tamil Nadu,Zinc Sulphate
sugarcane,black,0.3375,0.85,0.416666667,Flowering,0.777777778,0.666666667,No,0.851216023,No,Rajasthan,NPK 20-20-20
millets,red,0.475,0.533333333,0.45,Vegetative,0.977777778,0.166666667,No,0.203147353,Yes,Uttar Pradesh,Ammonium Sulphate
wheat,black,0.55,0.466666667,0.233333333,Flowering,0.088888889,0.888888889,Yes,0.288984263,No,Karnataka,Urea
wheat,red,0.4375,0.533333333,0.266666667,Maturity,0.892592593,0.722222222,No,0.91130186,Yes,Rajasthan,Ammonium Sulphate
ground nuts,red,0,0.166666667,0.383333333,Harvest,0.477777778,0.222222222,No,0.639484979,Yes,Maharashtra,Urea
millets,red,0.2875,0.45,0.066666667,Vegetative,0.692592593,0.277777778,No,0.758226037,Yes,Rajasthan,MOP
millets,loamy,0.275,0.383333333,0,Maturity,0.955555556,0.833333333,Yes,0.078683834,Yes,Punjab,MOP
tobacco,loamy,0.45,0.633333333,0.533333333,Maturity,0.055555556,0,No,0.749642346,Yes,Andhra Pradesh,MOP
millets,clayey,0.475,0.5,0.566666667,Sowing,0.07037037,0.944444444,No,0.509298999,No,Tamil Nadu,DAP
ground nuts,loamy,0.225,0.333333333,0.316666667,Vegetative,0.82962963,0.333333333,Yes,0.496423462,No,Punjab,DAP
cotton,red,0.425,0.466666667,0.3,Harvest,0.007407407,0.222222222,No,0.363376252,No,Maharashtra,FYM
wheat,black,0.6,0.35,0.4,Vegetative,0.259259259,0.722222222,Yes,0.190271817,No,Madhya Pradesh,Urea
oil seeds,black,0.325,0.383333333,0.316666667,Flowering,0.081481481,0.222222222,No,0.832618026,Yes,Madhya Pradesh,Urea
tobacco,sandy,0.8,0.333333333,0.35,Sowing,0.725925926,0.222222222,No,0.725321888,No,Rajasthan,DAP
paddy,sandy,0.6125,0.466666667,0.4,Sowing,0.496296296,1,Yes,0.032904149,No,Rajasthan,MOP
barley,loamy,0.2875,0.316666667,0.266666667,Maturity,0.288888889,0.055555556,Yes,0.939914163,Yes,Punjab,Zinc Sulphate
paddy,loamy,0.5,0.216666667,0.583333333,Sowing,0.937037037,0.555555556,No,0.241773963,No,Rajasthan,Urea
barley,black,0.675,0.166666667,0.3,Maturity,0.403703704,0.388888889,Yes,0.696709585,No,West Bengal,MOP
cotton,sandy,0.4625,0.65,0.683333333,Maturity,0.988888889,0.611111111,No,0.466380544,Yes,Rajasthan,Zinc Sulphate
barley,red,0.675,0.616666667,0.35,Flowering,0.3,0.888888889,No,0.557939914,No,Punjab,MOP
ground nuts,loamy,0.3875,0.166666667,0.3,Flowering,0.107407407,0.666666667,No,0.144492132,No,Rajasthan,DAP
pulses,red,0.4625,0.266666667,0.066666667,Flowering,0.896296296,0.833333333,No,0.187410587,Yes,Punjab,MOP
pulses,clayey,0.35,0.066666667,0.233333333,Sowing,0.548148148,0.277777778,Yes,0.798283262,Yes,Madhya Pradesh,DAP
cotton,sandy,0.6625,0.983333333,0.366666667,Sowing,0.966666667,0.5,No,0.620886981,No,Rajasthan,Ammonium Sulphate
oil seeds,black,0.425,0.15,0,Flowering,0.485185185,0.833333333,Yes,0.459227468,No,Rajasthan,DAP
millets,clayey,0.2,0.216666667,0.6,Harvest,0.103703704,0.611111111,No,0.397711016,No,Andhra Pradesh,MOP
cotton,loamy,0.5625,0.483333333,0.983333333,Maturity,0.692592593,0,Yes,0.278969957,No,Tamil Nadu,Ammonium Sulphate
ground nuts,black,0.325,0.216666667,0.183333333,Harvest,0.214814815,0.555555556,No,0.334763948,Yes,Gujarat,Zinc Sulphate
maize,sandy,0.925,0.466666667,0.833333333,Harvest,0.437037037,0.944444444,No,0.078683834,No,Rajasthan,DAP
barley,sandy,0.5875,0.616666667,0.516666667,Harvest,0.051851852,0.555555556,Yes,0.732474964,No,Punjab,Zinc Sulphate
cotton,red,0.7625,0.5,0.8,Maturity,0.037037037,0.111111111,Yes,0.470672389,Yes,Andhra Pradesh,FYM
maize,black,0.2875,0.383333333,0.283333333,Vegetative,0.67037037,0.111111111,No,0.52360515,Yes,Uttar Pradesh,Urea
oil seeds,red,0.3875,0.333333333,0.4,Vegetative,0.740740741,0.333333333,Yes,0.718168813,Yes,Andhra Pradesh,Compost
tobacco,sandy,0.9125,0.6,0.433333333,Maturity,0.507407407,0.333333333,No,0.298998569,Yes,Andhra Pradesh,Urea
tobacco,red,0.7125,0.466666667,0.583333333,Maturity,0.055555556,0.388888889,Yes,0.277539342,Yes,Andhra Pradesh,Compost
ground nuts,black,0.3875,0.183333333,0.466666667,Flowering,0.222222222,0.111111111,No,0.193133047,No,West Bengal,Zinc Sulphate
barley,loamy,0.375,0.383333333,0.566666667,Harvest,0.866666667,0.388888889,Yes,0.311874106,Yes,Andhra Pradesh,Zinc Sulphate
wheat,black,0.2375,0.55,0.466666667,Maturity,0.066666667,0.611111111,Yes,0.927038627,Yes,Tamil Nadu,NPK 20-20-20
ground nuts,sandy,0.325,0.05,0.016666667,Harvest,0.985185185,0,No,0.623748212,Yes,Gujarat,DAP
wheat,sandy,0.75,0.4,0.05,Vegetative,0.055555556,0.722222222,Yes,0.185979971,Yes,Andhra Pradesh,MOP
barley,sandy,0.2125,0.516666667,0.3,Harvest,0.881481481,0.166666667,No,0.981402003,No,Rajasthan,DAP
sugarcane,clayey,0.475,0.616666667,0.633333333,Maturity,0.82962963,0.611111111,No,0.25751073,Yes,Madhya Pradesh,FYM
tobacco,red,0.35,0.883333333,0.5,Sowing,0.155555556,0.333333333,Yes,0.224606581,Yes,Andhra Pradesh,MOP
pulses,clayey,0.3625,0.333333333,0.033333333,Vegetative,0.266666667,0.055555556,Yes,0.356223176,Yes,Tamil Nadu,MOP
tobacco,sandy,0.275,0.566666667,0.683333333,Flowering,0.82962963,0.111111111,No,0.244635193,No,Madhya Pradesh,MOP
ground nuts,clayey,0.4125,0.433333333,0.3,Vegetative,0.692592593,0.277777778,No,0.422031474,Yes,Karnataka,MOP
cotton,black,0.75,0.833333333,0.25,Harvest,0.811111111,0.166666667,No,0.856938484,Yes,West Bengal,NPK 20-20-20
oil seeds,black,0.35,0.383333333,0.15,Sowing,0.544444444,0.333333333,No,0.258941345,Yes,Gujarat,MOP
paddy,black,0.5,0.55,0.533333333,Sowing,0.651851852,0.888888889,No,0.297567954,No,West Bengal,Ammonium Sulphate
millets,sandy,0.2625,0.616666667,0.25,Harvest,0.644444444,0.222222222,No,0.925608011,No,Andhra Pradesh,Zinc Sulphate
wheat,sandy,0.6875,0.5,0.25,Maturity,0.596296296,1,Yes,0.615164521,No,Rajasthan,Urea
ground nuts,clayey,0.4875,0.133333333,0.3,Maturity,0.944444444,0.5,Yes,0.399141631,Yes,Tamil Nadu,DAP
pulses,sandy,0.4,0.133333333,0.083333333,Vegetative,0.803703704,0.222222222,No,0.895565093,No,West Bengal,DAP
wheat,clayey,0.525,0.516666667,0.083333333,Vegetative,0.166666667,0.277777778,Yes,0.56509299,Yes,Rajasthan,MOP
cotton,sandy,0.275,0.583333333,0.833333333,Vegetative,0.251851852,0.888888889,No,0.43490701,No,Karnataka,Zinc Sulphate
paddy,black,0.65,0.65,0.583333333,Sowing,0.948148148,0.277777778,Yes,0.201716738,Yes,Karnataka,Ammonium Sulphate
cotton,clayey,0.3,0.816666667,0.966666667,Maturity,0.277777778,1,No,0.108726753,Yes,Andhra Pradesh,Compost
cotton,loamy,0.75,0.65,0.4,Harvest,0.525925926,0.722222222,No,0.855507868,No,Gujarat,Urea
ground nuts,sandy,0.4625,0.333333333,0.433333333,Harvest,0.137037037,0.777777778,Yes,0.454935622,Yes,Madhya Pradesh,NPK 20-20-20
barley,loamy,0.3625,0.166666667,0.233333333,Maturity,0.47037037,0.111111111,No,0.932761087,No,Punjab,Ammonium Sulphate
ground nuts,black,0.0875,0.116666667,0.266666667,Harvest,0,0.166666667,Yes,0.82832618,Yes,Rajasthan,Urea
ground nuts,sandy,0.35,0.483333333,0.483333333,Flowering,0.37037037,0.5,No,0.519313305,No,West Bengal,Urea
pulses,red,0.2625,0.35,0.4,Flowering,0.022222222,0.222222222,Yes,0.9527897,Yes,Uttar Pradesh,Compost
cotton,red,0.775,0.616666667,0.783333333,Harvest,0.618518519,0,No,0.17453505,Yes,Tamil Nadu,Zinc Sulphate
paddy,red,0.475,0.666666667,0.366666667,Flowering,0.796296296,0.888888889,Yes,0.270386266,Yes,Madhya Pradesh,Urea
barley,loamy,0.3875,0.366666667,0.066666667,Harvest,1,0.666666667,No,0.600858369,No,Punjab,MOP
ground nuts,sandy,0.4375,0.433333333,0.15,Harvest,0.759259259,0.333333333,No,0.680972818,Yes,Tamil Nadu,MOP
oil seeds,black,0.475,0.083333333,0.033333333,Maturity,0.992592593,0.111111111,Yes,0.480686695,No,West Bengal,DAP
cotton,black,0.675,0.966666667,0.366666667,Vegetative,0.259259259,0.833333333,Yes,0.327610873,Yes,Andhra Pradesh,Urea
barley,black,0.1875,0.466666667,0.366666667,Flowering,0.766666667,0.888888889,No,0.031473534,Yes,Gujarat,Zinc Sulphate
sugarcane,loamy,0.3625,0.533333333,0.816666667,Maturity,0.559259259,0,Yes,0.61230329,Yes,Maharashtra,Ammonium Sulphate
millets,loamy,0.625,0.533333333,0.033333333,Vegetative,0.603703704,0.388888889,Yes,0.795422031,Yes,Uttar Pradesh,MOP
oil seeds,sandy,0.4625,0.483333333,0.3,Harvest,0.277777778,0.277777778,Yes,0.586552217,No,Gujarat,Ammonium Sulphate
wheat,black,0.6,0.4,0.516666667,Sowing,0.507407407,0.111111111,Yes,0.512160229,Yes,West Bengal,NPK 20-20-20
cotton,black,0.65,0.683333333,0.233333333,Vegetative,0.674074074,0.611111111,No,0.110157368,Yes,Uttar Pradesh,Zinc Sulphate
millets,clayey,0.35,0.2,0.116666667,Vegetative,0.307407407,0.444444444,Yes,0.373390558,No,West Bengal,MOP
cotton,clayey,0.6375,0.866666667,0.85,Sowing,0.077777778,0.944444444,Yes,0.125894134,Yes,West Bengal,DAP
millets,red,0.4125,0.533333333,0.366666667,Flowering,0.014814815,0.388888889,No,0.818311874,Yes,Andhra Pradesh,Compost
tobacco,loamy,0.3,0.7,0.966666667,Maturity,0.603703704,0.5,No,0.071530758,No,Uttar Pradesh,NPK 20-20-20
cotton,clayey,0.525,1,0.466666667,Maturity,0.211111111,0.166666667,Yes,0.686695279,Yes,Maharashtra,Urea
barley,black,0.1375,0.316666667,0.216666667,Flowering,0.177777778,0.388888889,No,0.278969957,Yes,Uttar Pradesh,Urea
sugarcane,clayey,0.4625,0.716666667,0.666666667,Maturity,0.551851852,0.5,No,0.668097282,No,Punjab,DAP
cotton,loamy,0.6375,0.5,0.483333333,Flowering,0.737037037,0.555555556,No,0.414878398,No,Punjab,Zinc Sulphate
cotton,clayey,0.825,0.366666667,0.733333333,Vegetative,0.155555556,0.944444444,No,0.120171674,Yes,Karnataka,Zinc Sulphate
barley,black,0.375,0.35,0.05,Flowering,0.77037037,0.833333333,Yes,0.486409156,Yes,Rajasthan,MOP
oil seeds,loamy,0.2875,0.066666667,0.383333333,Harvest,0.944444444,0.277777778,Yes,0.86695279,Yes,Gujarat,DAP
wheat,sandy,0.7125,0.233333333,0.25,Sowing,0.348148148,0.333333333,No,0.855507868,Yes,Tamil Nadu,Zinc Sulphate
pulses,black,0,0.433333333,0.416666667,Maturity,0.544444444,0.777777778,Yes,0.668097282,No,West Bengal,Urea
oil seeds,sandy,0.3875,0.466666667,0.4,Maturity,0.437037037,0.166666667,Yes,0.537911302,No,Tamil Nadu,DAP
pulses,red,0.2625,0.433333333,0.466666667,Harvest,0.237037037,0,Yes,0.084406295,No,Madhya Pradesh,DAP
pulses,sandy,0.0125,0.416666667,0.116666667,Harvest,0.585185185,0.222222222,No,0.882689557,No,West Bengal,Urea
millets,sandy,0.275,0.533333333,0.433333333,Flowering,0.111111111,0.944444444,Yes,1,No,Tamil Nadu,Ammonium Sulphate
maize,loamy,0.775,0.766666667,0.283333333,Sowing,0.988888889,0.277777778,Yes,0.656652361,No,Maharashtra,FYM
tobacco,sandy,0.325,0.366666667,0.316666667,Vegetative,0.085185185,0.277777778,Yes,0.493562232,Yes,West Bengal,Compost
paddy,sandy,0.3125,0.35,0.233333333,Flowering,0.681481481,0,Yes,0.595135908,Yes,West Bengal,Urea
tobacco,black,0.35,0.75,0.8,Maturity,0.174074074,0.333333333,No,0.852646638,No,West Bengal,DAP
wheat,loamy,0.5375,0.266666667,0.1,Maturity,0.622222222,0.666666667,No,0.871244635,Yes,Gujarat,MOP
barley,clayey,0.7375,0.4,0.083333333,Flowering,0.292592593,0.444444444,No,0.882689557,Yes,Maharashtra,MOP
maize,clayey,0.85,0.666666667,0.616666667,Flowering,0.155555556,1,Yes,0.13304721,Yes,Punjab,Urea
oil seeds,loamy,0.0125,0.333333333,0.25,Flowering,0.462962963,0.166666667,No,0.416309013,No,Punjab,Urea
barley,red,0.7375,0.516666667,0.6,Sowing,0.381481481,0.166666667,Yes,0.246065808,No,Karnataka,FYM
sugarcane,clayey,0.4125,0.633333333,0.183333333,Sowing,0.962962963,0.777777778,No,0.61230329,No,Andhra Pradesh,FYM
barley,loamy,0.625,0.516666667,0.533333333,Vegetative,0.211111111,0.444444444,Yes,0.045779685,No,Andhra Pradesh,Zinc Sulphate
wheat,loamy,0.125,0.666666667,0.083333333,Sowing,0.285185185,0.944444444,No,0.460658083,No,Tamil Nadu,MOP
tobacco,black,0.85,0.383333333,0.833333333,Sowing,0.744444444,1,Yes,0.927038627,No,Gujarat,Ammonium Sulphate
ground nuts,clayey,0,0.25,0.416666667,Sowing,0.851851852,0.388888889,No,0.347639485,No,Rajasthan,Urea
tobacco,black,0.95,0.733333333,0.466666667,Vegetative,0.214814815,0.666666667,No,0.320457797,No,Maharashtra,Compost
ground nuts,clayey,0.4125,0.3,0.45,Vegetative,0.681481481,1,Yes,0.888412017,Yes,West Bengal,Compost
wheat,black,0.6875,0.483333333,0.25,Flowering,0.57037037,0.5,Yes,0.270386266,No,Punjab,Urea
paddy,clayey,0.3875,0.2,0.15,Flowering,0.188888889,0.333333333,No,0.688125894,Yes,Punjab,MOP
barley,sandy,0.5125,0.25,0.65,Vegetative,0.722222222,0.333333333,Yes,0.057224607,Yes,Tamil Nadu,Compost
sugarcane,red,0.675,0.55,0.216666667,Maturity,0.892592593,0.388888889,No,0.533619456,No,West Bengal,MOP
maize,red,0.9875,0.35,0.833333333,Harvest,0.688888889,0.444444444,No,0.73962804,Yes,Punjab,Ammonium Sulphate
millets,sandy,0.4875,0.433333333,0.166666667,Flowering,0.048148148,0.444444444,No,0.616595136,Yes,Maharashtra,DAP
ground nuts,loamy,0.25,0.383333333,0.3,Maturity,0.848148148,0.166666667,No,0.258941345,No,Gujarat,MOP
millets,red,0.5125,0.25,0.383333333,Flowering,0.922222222,0.666666667,Yes,0.137339056,No,Karnataka,FYM
cotton,black,0.7625,0.8,0.45,Sowing,0.140740741,0.444444444,Yes,0.12732475,Yes,Rajasthan,MOP
sugarcane,sandy,0.35,0.933333333,0.45,Vegetative,0.037037037,1,Yes,0.839771102,No,Uttar Pradesh,Urea
wheat,loamy,0.3875,0.233333333,0.666666667,Sowing,0.92962963,0.611111111,No,0.200286123,No,Karnataka,Ammonium Sulphate
pulses,loamy,0.4,0.266666667,0,Flowering,0.759259259,0.055555556,No,0.210300429,No,Punjab,MOP
sugarcane,red,0.625,0.45,0.266666667,Maturity,0.918518519,0.611111111,Yes,0.690987124,Yes,Andhra Pradesh,FYM
wheat,sandy,0.4,0.2,0.133333333,Sowing,0.955555556,0.611111111,No,0.223175966,Yes,Rajasthan,MOP
tobacco,clayey,0.3125,0.5,0.55,Maturity,0.207407407,0.5,Yes,0.078683834,Yes,Gujarat,Ammonium Sulphate
maize,black,0.6375,0.433333333,1,Maturity,0.814814815,0.444444444,No,0.08583691,Yes,Punjab,Zinc Sulphate
sugarcane,clayey,0.925,0.5,0.85,Sowing,0.359259259,0.444444444,No,0.060085837,No,Uttar Pradesh,Zinc Sulphate
cotton,sandy,0.3,0.916666667,0.216666667,Harvest,0.774074074,0.5,No,0.978540773,No,Uttar Pradesh,Compost
paddy,loamy,0.4125,0.466666667,0.333333333,Harvest,0.759259259,0.333333333,Yes,0.3018598,Yes,Tamil Nadu,DAP
millets,clayey,0.2875,0.65,0.666666667,Vegetative,0.985185185,0.388888889,No,0.34620887,Yes,Punjab,DAP
paddy,clayey,0.55,0.466666667,0.3,Harvest,0.796296296,0.222222222,Yes,0.276108727,Yes,Andhra Pradesh,MOP
tobacco,loamy,0.9625,0.65,0.416666667,Flowering,0.777777778,0.444444444,No,0.73962804,Yes,Maharashtra,Urea
millets,red,0.225,0.5,0.616666667,Flowering,0.762962963,0.777777778,Yes,0.195994278,No,West Bengal,NPK 20-20-20
cotton,clayey,0.925,0.616666667,0.366666667,Vegetative,0.485185185,0.611111111,Yes,0.882689557,No,Punjab,DAP
millets,clayey,0.65,0.466666667,0.416666667,Flowering,0.896296296,0.166666667,Yes,0.181688126,No,Uttar Pradesh,NPK 20-20-20
barley,loamy,0.275,0.566666667,0.416666667,Maturity,0.488888889,0.277777778,Yes,0.360515021,No,Tamil Nadu,FYM
millets,black,0.375,0.466666667,0.616666667,Maturity,0.085185185,0.055555556,No,0.596566524,No,Karnataka,NPK 20-20-20
barley,clayey,0.7125,0.333333333,0.416666667,Maturity,0.87037037,0.777777778,Yes,0.655221745,Yes,Madhya Pradesh,Urea
pulses,red,0.0625,0.25,0.45,Harvest,0.566666667,0.611111111,Yes,0.891273247,No,Madhya Pradesh,Urea
tobacco,red,0.5125,0.783333333,0.416666667,Flowering,0.4,0.222222222,Yes,0.120171674,Yes,Uttar Pradesh,Compost
